"Velocity Mag:0","Velocity Mag:1","Velocity Mag:2","Density","Momentum:0","Momentum:1","Momentum:2","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Residual_Density","Residual_Momentum:0","Residual_Momentum:1","Residual_Momentum:2","Residual_Energy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7242.5,858.15,-0.0027552,0.0021541,15.607,1.8486,-1.0347e-05,61615,1712.2,2788.7,6.9088,0.027292,-3.1983e-09,-0.00016499,7.0373e-05,5.9778e-06,-0.76509,1,0.69043,0.66224,0.18594,0
7243.8,857.96,-0.0042049,0.0021595,15.649,1.8528,-1.347e-05,61774,1710.7,2779.6,6.9214,0.027267,-4.7964e-09,-0.0001801,6.5715e-05,5.9382e-06,-0.80571,1,0.69194,0.66373,0.18621,0
7245.1,857.77,-0.0056346,0.0021649,15.691,1.857,-1.6556e-05,61933,1709.3,2770.5,6.9341,0.027242,-5.9675e-09,-0.00019215,6.1169e-05,5.9582e-06,-0.83457,1,0.69346,0.66523,0.18647,0
7246.4,857.59,-0.0070443,0.0021702,15.732,1.8612,-1.9605e-05,62093,1707.9,2761.5,6.9468,0.027217,-6.7109e-09,-0.00020113,5.6733e-05,6.0377e-06,-0.85166,1,0.69497,0.66672,0.18674,0
7247.7,857.4,-0.0084339,0.0021756,15.774,1.8654,-2.2618e-05,62252,1706.4,2752.4,6.9595,0.027192,-7.026e-09,-0.00020704,5.2407e-05,6.1769e-06,-0.85694,1,0.69649,0.66821,0.187,0
7248.9,857.2,-0.0098034,0.002181,15.816,1.8696,-2.5593e-05,62411,1705,2743.3,6.9722,0.027167,-6.9124e-09,-0.00020987,4.8192e-05,6.3758e-06,-0.85044,1,0.698,0.6697,0.18727,0
7250.2,857.01,-0.011045,0.0021863,15.858,1.8737,-2.827e-05,62571,1703.5,2734.3,6.985,0.027142,-6.1469e-09,-0.00020746,4.3661e-05,6.6856e-06,-0.82377,1,0.69951,0.67119,0.18754,0
7251.5,856.82,-0.011821,0.0021918,15.9,1.878,-2.9833e-05,62732,1702.2,2725.3,6.9977,0.027118,-4.1213e-09,-0.00019377,3.7521e-05,7.2362e-06,-0.75315,1,0.70103,0.67268,0.1878,0
7252.8,856.63,-0.012535,0.0021972,15.942,1.8822,-3.1264e-05,62893,1700.8,2716.2,7.0104,0.027094,-1.7243e-09,-0.00017731,3.139e-05,7.8171e-06,-0.67119,1,0.70254,0.67417,0.18807,0
7254.1,856.44,-0.013187,0.0022027,15.984,1.8864,-3.256e-05,63055,1699.4,2707.2,7.0232,0.02707,1.0446e-09,-0.00015806,2.5267e-05,8.4283e-06,-0.57787,1,0.70406,0.67566,0.18833,0
7255.3,856.24,-0.013777,0.0022081,16.027,1.8907,-3.3723e-05,63216,1698.1,2698.2,7.036,0.027046,4.1861e-09,-0.00013602,1.9152e-05,9.0698e-06,-0.47316,1,0.70557,0.67715,0.1886,0
