"Velocity Mag:0","Velocity Mag:1","Velocity Mag:2","Density","Momentum:0","Momentum:1","Momentum:2","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Residual_Density","Residual_Momentum:0","Residual_Momentum:1","Residual_Momentum:2","Residual_Energy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
5582.4,660.88,0.0022822,0.27707,1546.8,183.11,0.00064418,4.7411e+06,1.4512e+05,1826.6,6.564,0.02769,-4.3554e-06,-0.02633,0.00098642,-0.00022463,-86.725,1,0.64501,0.61753,0.17796,0
5583.5,660.64,0.0021854,0.27766,1550.4,183.43,0.0006149,4.7515e+06,1.4499e+05,1820.4,6.5754,0.027662,-4.5328e-06,-0.02737,0.00098858,-0.00024032,-90.017,1,0.64652,0.61902,0.17823,0
5584.7,660.41,0.0020396,0.27825,1554,183.76,0.00057139,4.7621e+06,1.4486e+05,1814.2,6.5869,0.027634,-4.4611e-06,-0.026948,0.0010015,-0.00025179,-88.744,1,0.64803,0.62051,0.17849,0
5585.8,660.18,0.0018871,0.27887,1557.7,184.11,0.0005269,4.7732e+06,1.4473e+05,1808.1,6.5985,0.027607,-4.3759e-06,-0.026444,0.0010194,-0.00026343,-87.205,1,0.64955,0.622,0.17876,0
5586.8,659.96,0.0016864,0.2796,1562.1,184.52,0.00047468,4.7861e+06,1.4461e+05,1802.7,6.6107,0.027581,-4.2194e-06,-0.025519,0.0010471,-0.00027481,-84.302,1,0.65106,0.62349,0.17902,0
5587.8,659.73,0.0014927,0.28032,1566.4,184.94,0.0004244,4.799e+06,1.4449e+05,1797.3,6.6228,0.027555,-4.083e-06,-0.024714,0.0010677,-0.00028703,-81.773,1,0.65258,0.62498,0.17929,0
5588.8,659.51,0.0013062,0.28104,1570.8,185.35,0.00037607,4.8118e+06,1.4437e+05,1791.8,6.635,0.027529,-3.9668e-06,-0.024028,0.0010812,-0.00030008,-79.617,1,0.65409,0.62647,0.17956,0
5589.8,659.28,0.0011267,0.28177,1575.2,185.76,0.00032969,4.8247e+06,1.4425e+05,1786.4,6.6471,0.027503,-3.8709e-06,-0.023463,0.0010876,-0.00031398,-77.836,1,0.65561,0.62796,0.17982,0
5590.8,659.06,0.00089986,0.2825,1579.6,186.18,0.00026967,4.8377e+06,1.4413e+05,1781,6.6593,0.027477,-3.6703e-06,-0.022291,0.0010841,-0.00032526,-74.139,1,0.65712,0.62945,0.18009,0
5591.8,658.84,0.00062624,0.28323,1584,186.6,0.00019596,4.8507e+06,1.4402e+05,1775.6,6.6715,0.027453,-3.3732e-06,-0.020559,0.0010728,-0.00033408,-68.675,1,0.65863,0.63094,0.18035,0
5592.8,658.62,0.00035544,0.28396,1588.4,187.02,0.00012263,4.8638e+06,1.439e+05,1770.2,6.6837,0.027428,-3.0952e-06,-0.01894,0.0010566,-0.00034362,-63.565,1,0.66015,0.63243,0.18062,0
5593.8,658.41,8.7427e-05,0.2847,1592.8,187.44,4.9674e-05,4.8768e+06,1.4379e+05,1764.8,6.6959,0.027403,-2.8364e-06,-0.017433,0.0010357,-0.00035387,-58.81,1,0.66166,0.63392,0.18089,0
5594.8,658.19,-0.00017775,0.28543,1597.2,187.86,-2.2899e-05,4.8899e+06,1.4367e+05,1759.3,6.7082,0.027378,-2.5969e-06,-0.016038,0.0010101,-0.00036483,-54.41,1,0.66318,0.63541,0.18115,0
5595.7,657.97,-0.00044012,0.28616,1601.6,188.28,-9.5095e-05,4.9029e+06,1.4355e+05,1753.9,6.7204,0.027353,-2.3766e-06,-0.014757,0.00097966,-0.00037651,-50.366,1,0.66469,0.6369,0.18142,0
5596.7,657.74,-0.00069969,0.2869,1606,188.7,-0.00016692,4.916e+06,1.4344e+05,1748.5,6.7327,0.027328,-2.1755e-06,-0.013588,0.00094447,-0.00038891,-46.678,1,0.6662,0.6384,0.18168,0
5597.7,657.53,-0.0010004,0.28764,1610.5,189.12,-0.00025119,4.9291e+06,1.4332e+05,1743.1,6.745,0.027303,-1.9445e-06,-0.012237,0.00087757,-0.00039106,-42.353,1,0.66772,0.63989,0.18195,0
5598.7,657.32,-0.0013277,0.28838,1615,189.55,-0.00034382,4.9424e+06,1.4321e+05,1737.7,6.7573,0.027279,-1.6952e-06,-0.010773,0.0007942,-0.0003866,-37.639,1,0.66923,0.64138,0.18222,0
5599.7,657.11,-0.0016543,0.28912,1619.4,189.98,-0.00043683,4.9556e+06,1.431e+05,1732.3,6.7696,0.027255,-1.4576e-06,-0.0093768,0.00071275,-0.00038238,-33.136,1,0.67075,0.64287,0.18248,0
5600.7,656.9,-0.0019801,0.28987,1623.9,190.41,-0.00053021,4.9688e+06,1.4299e+05,1726.9,6.782,0.027231,-1.2317e-06,-0.0080473,0.00063322,-0.0003784,-28.845,1,0.67226,0.64436,0.18275,0
5601.7,656.69,-0.002305,0.29061,1628.4,190.83,-0.00062396,4.982e+06,1.4288e+05,1721.6,6.7943,0.027207,-1.0174e-06,-0.0067849,0.00055561,-0.00037466,-24.767,1,0.67377,0.64585,0.18301,0
5602.7,656.48,-0.0026292,0.29135,1632.8,191.26,-0.0007181,4.9952e+06,1.4277e+05,1716.2,6.8067,0.027183,-8.1482e-07,-0.0055894,0.00047992,-0.00037117,-20.901,1,0.67529,0.64734,0.18328,0
5603.7,656.26,-0.0029525,0.29209,1637.3,191.68,-0.0008126,5.0084e+06,1.4265e+05,1710.8,6.8191,0.027159,-6.2393e-07,-0.0044613,0.00040615,-0.00036791,-17.249,1,0.6768,0.64883,0.18355,0
5604.7,656.06,-0.0032213,0.29284,1641.8,192.11,-0.00089174,5.0217e+06,1.4254e+05,1705.4,6.8314,0.027135,-4.2888e-07,-0.0033012,0.00038637,-0.0003548,-13.457,1,0.67832,0.65032,0.18381,0
5605.6,655.86,-0.0034526,0.29359,1646.3,192.54,-0.00096038,5.0351e+06,1.4244e+05,1700,6.8439,0.027112,-2.2692e-07,-0.0020948,0.0004051,-0.00033452,-9.4927,1,0.67983,0.65181,0.18408,0
5606.6,655.65,-0.0036833,0.29435,1650.8,192.98,-0.0010293,5.0485e+06,1.4233e+05,1694.7,6.8563,0.027089,-2.7112e-08,-0.00089962,0.0004266,-0.00031391,-5.5632,1,0.68134,0.6533,0.18434,0
5607.6,655.45,-0.0039136,0.2951,1655.4,193.41,-0.0010986,5.0619e+06,1.4222e+05,1689.3,6.8687,0.027066,1.7061e-07,0.00028485,0.00045088,-0.00029298,-1.6675,1,0.68286,0.65479,0.18461,0
5608.6,655.24,-0.0041434,0.29585,1659.9,193.84,-0.0011682,5.0752e+06,1.4211e+05,1683.9,6.8812,0.027042,3.6618e-07,0.0014583,0.00047793,-0.00027172,2.1934,1,0.68437,0.65628,0.18488,0
5609.6,655.03,-0.0043726,0.2966,1664.4,194.27,-0.0012382,5.0886e+06,1.42e+05,1678.6,6.8936,0.027019,5.5964e-07,0.0026208,0.00050776,-0.00025013,6.02,1,0.68589,0.65777,0.18514,0
5610.6,654.82,-0.0046016,0.29735,1668.9,194.7,-0.0013085,5.102e+06,1.419e+05,1673.2,6.9061,0.026996,7.5101e-07,0.0037725,0.00054038,-0.00022822,9.8128,1,0.6874,0.65926,0.18541,0
5611.6,654.62,-0.0047633,0.29811,1673.5,195.13,-0.0013591,5.1154e+06,1.4179e+05,1667.9,6.9186,0.026973,9.3074e-07,0.0048481,0.00057493,-0.00020665,13.341,1,0.68892,0.66075,0.18567,0
5612.5,654.42,-0.004845,0.29887,1678,195.57,-0.001386,5.1289e+06,1.4169e+05,1662.5,6.9311,0.02695,1.1025e-06,0.0058663,0.00061177,-0.00018567,16.656,1,0.69043,0.66224,0.18594,0
5613.5,654.22,-0.0049255,0.29964,1682.6,196.01,-0.0014127,5.1425e+06,1.4158e+05,1657.2,6.9437,0.026928,1.2797e-06,0.0069165,0.00065214,-0.00016451,20.068,1,0.69194,0.66373,0.18621,0
5614.5,654.02,-0.0050046,0.3004,1687.2,196.45,-0.0014393,5.156e+06,1.4148e+05,1651.8,6.9562,0.026906,1.4623e-06,0.0079986,0.00069604,-0.00014317,23.578,1,0.69346,0.66523,0.18647,0
5615.5,653.82,-0.0050824,0.30116,1691.8,196.88,-0.0014657,5.1696e+06,1.4137e+05,1646.5,6.9688,0.026883,1.6504e-06,0.0091128,0.00074348,-0.00012164,27.186,1,0.69497,0.66672,0.18674,0
5616.5,653.61,-0.0051589,0.30192,1696.3,197.32,-0.001492,5.1831e+06,1.4127e+05,1641.1,6.9813,0.02686,1.844e-06,0.010259,0.00079447,-9.9938e-05,30.892,1,0.69649,0.66821,0.187,0
